Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	status	Comparison	Gene
Q8K0L3	-0.4	16.48	-0.743616328009243	0.4656101799040153	0.7389901731646717	-6.36	Not significant	Venom vs NaCl	Acsm2
P47738	0.22	18	0.7430666851007223	0.4659356280487946	0.7389901731646717	-6.36	Not significant	Venom vs NaCl	Aldh2
Q8CCH2	-0.31	18.26	-0.7275766771033578	0.47516308456677814	0.7486255478467461	-6.37	Not significant	Venom vs NaCl	Nhlrc3
Q9DCV7	-0.48	18.37	-0.7269443966352478	0.4755420146699456	0.7486255478467461	-6.37	Not significant	Venom vs NaCl	Krt7
P27773	0.46	17.6	0.7077900954971454	0.4871054638684278	0.7574549511499269	-6.37	Not significant	Venom vs NaCl	Pdia3
P10852	0.35	16.74	0.7217067625427875	0.47868780944337086	0.7517171526073676	-6.37	Not significant	Venom vs NaCl	Slc3a2
P11404	0.14	18.75	0.25602046871286954	0.8005057988648191	0.9193520326249849	-6.37	Not significant	Venom vs NaCl	Fabp3
O55134	-0.09	18.35	-0.1932958882418224	0.8486439162750077	0.9485721102827853	-6.38	Not significant	Venom vs NaCl	Pcdh12
P61110	-0.59	17.99	-0.7102742640229665	0.48559660892531653	0.7574549511499269	-6.38	Not significant	Venom vs NaCl	Kap
Q921V5	0.35	15.35	0.7094032283274669	0.4861253560334432	0.7574549511499269	-6.38	Not significant	Venom vs NaCl	Mgat2
Q9R1Q9	-0.3	17.02	-0.6220379817679866	0.5408257965087635	0.7817391058626673	-6.38	Not significant	Venom vs NaCl	Atp6ap1
Q64516	0.13	15.48	0.403600996499084	0.690716635859838	0.8698926344690238	-6.39	Not significant	Venom vs NaCl	Gk
Q64727	0.08	17.73	0.14458327520270425	0.8864625668606365	0.9620993046473801	-6.39	Not significant	Venom vs NaCl	Vcl
Q61398	-0.3	21.53	-0.6911275985414452	0.4972961412992384	0.7690627997092714	-6.39	Not significant	Venom vs NaCl	Pcolce
P70665	-0.68	14.8	-0.6857540967758817	0.500608410940713	0.7690627997092714	-6.4	Not significant	Venom vs NaCl	Siae
Q64487	0.36	16.8	0.6846934475718325	0.5012636869444513	0.7690627997092714	-6.4	Not significant	Venom vs NaCl	Ptprd
Q91VI7	-0.31	16.46	-0.6818159856200969	0.5030438594877089	0.7690627997092714	-6.4	Not significant	Venom vs NaCl	Rnh1
Q9D1A2	0.26	18.27	0.6817170716090849	0.5031051174903105	0.7690627997092714	-6.4	Not significant	Venom vs NaCl	Cndp2
P97300	0.33	20.59	0.5393910026336199	0.5954714658865812	0.8268992408381345	-6.4	Not significant	Venom vs NaCl	Nptn
Q07113	-0.32	14.02	-0.6810703724142965	0.5035057263300075	0.7690627997092714	-6.4	Not significant	Venom vs NaCl	Igf2r
Q99LY2	-0.46	17.45	-0.6810267801480381	0.5035327368161304	0.7690627997092714	-6.4	Not significant	Venom vs NaCl	Gdpd3
Q9R0E2	0.17	19.28	0.6228301158072407	0.5403153254512361	0.7817391058626673	-6.4	Not significant	Venom vs NaCl	Plod1
P00920	0.91	21.55	0.6694711590868184	0.5107217197784455	0.7690627997092714	-6.41	Not significant	Venom vs NaCl	Ca2
Q9JHE3	-0.39	17.38	-0.6665507057779274	0.5125476850496606	0.7690627997092714	-6.41	Not significant	Venom vs NaCl	Asah2
Q8R0I0	0.23	18.28	0.6669384869132443	0.5123050207853321	0.7690627997092714	-6.41	Not significant	Venom vs NaCl	Ace2
O35639	-0.25	16.6	-0.40386190618034823	0.6905277891852001	0.8698926344690238	-6.41	Not significant	Venom vs NaCl	Anxa3
Q8BPB5	-0.32	18.95	-0.5284651538416401	0.6028941904010183	0.831758579381882	-6.41	Not significant	Venom vs NaCl	Efemp1
Q9Z0Z4	-0.26	15.48	-0.6658134417471988	0.5130092250651801	0.7690627997092714	-6.41	Not significant	Venom vs NaCl	Heph
Q61847	-0.19	20.93	-0.6605393446856981	0.5163176791642363	0.7690627997092714	-6.41	Not significant	Venom vs NaCl	Mep1b
Q8BGB7	-0.41	16.55	-0.6586713380568227	0.5174923309563931	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Enoph1
Q8VHF2	-0.48	19.25	-0.6586281728713311	0.5175194919318882	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Cdhr5
Q9WVJ9	-0.26	18.91	-0.5901233254389024	0.5616057773672065	0.7990632537036764	-6.42	Not significant	Venom vs NaCl	Efemp2
P62962	-0.32	17.45	-0.6543929790970769	0.5201882700515607	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Pfn1
P15947	0.33	25.22	0.450198736949887	0.6573275724867429	0.8462759840112722	-6.42	Not significant	Venom vs NaCl	Klk1
Q00993	0.58	16.71	0.652584291638598	0.5213303226497974	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Axl
P18572	0.22	17.74	0.5161249200974978	0.6113312763663664	0.8367592272157358	-6.42	Not significant	Venom vs NaCl	Bsg
Q62217	-0.28	17.99	-0.6516129560435264	0.5219442215670438	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Sema5a
P17182	-0.3	18.62	-0.6499932653606498	0.5229687790214272	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Eno1
O88668	0.5	18.7	0.6492740156929813	0.5234241059594038	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Creg1
Q9CQH0	-0.22	16.74	-0.5154686983889175	0.6117815104643352	0.8367592272157358	-6.42	Not significant	Venom vs NaCl	Pdzk1ip1
Q03146	0.35	20.89	0.6459782322141586	0.5255133228617392	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Ddr1
Q8BND5	-0.45	21.36	-0.6454905962749301	0.5258228272719145	0.7690627997092714	-6.42	Not significant	Venom vs NaCl	Qsox1
P10810	-0.18	16.37	-0.6428230827561149	0.5275176801292405	0.7690627997092714	-6.43	Not significant	Venom vs NaCl	Cd14
Q62468	0.21	17.52	0.6414630166836918	0.5283829743488377	0.7690627997092714	-6.43	Not significant	Venom vs NaCl	Vil1
P01132	-0.33	27.27	-0.6413916972962324	0.5284283702404899	0.7690627997092714	-6.43	Not significant	Venom vs NaCl	Egf
Q60648	-0.33	21.91	-0.3877713965097112	0.7022124311814293	0.8757002082968413	-6.44	Not significant	Venom vs NaCl	Gm2a
Q91VU0	-0.24	17.9	-0.45346373363388337	0.6550143882404087	0.8456403065799808	-6.44	Not significant	Venom vs NaCl	Fam3c
Q91XA9	0.44	16.97	0.6159090278302244	0.5447841896751284	0.7853975578824686	-6.44	Not significant	Venom vs NaCl	Chia
Q9QXD6	-0.3	18.64	-0.6142989762094841	0.5458266046919042	0.7853975578824686	-6.44	Not significant	Venom vs NaCl	Fbp1
Q640N1	-0.26	18.56	-0.6078826697432816	0.5499913293467003	0.7896038046602739	-6.45	Not significant	Venom vs NaCl	Aebp1
P58252	0.27	18.94	0.5534704855402806	0.5859728531249604	0.8172779267269183	-6.45	Not significant	Venom vs NaCl	Eef2
Q9DAK9	-0.18	16.19	-0.3123218106430912	0.7579744445901768	0.904029264032993	-6.45	Not significant	Venom vs NaCl	Phpt1
Q8K0H1	-0.18	16.23	-0.5805613002967317	0.5679116823351751	0.804436146915749	-6.45	Not significant	Venom vs NaCl	Slc47a1
P45952	0.37	18.29	0.5984580938629547	0.5561390559229454	0.7964812567434681	-6.45	Not significant	Venom vs NaCl	Acadm
P10605	0.26	21.37	0.5967052506727015	0.5572864139164203	0.7964812567434681	-6.46	Not significant	Venom vs NaCl	Ctsb
Q9R0E1	0.22	16.8	0.59343738420641	0.5594287641392379	0.7977504349608863	-6.46	Not significant	Venom vs NaCl	Plod3
P06745	0.2	17.17	0.3321717100452651	0.7431574519103035	0.8968655396868178	-6.46	Not significant	Venom vs NaCl	Gpi
Q61805	-0.36	16.82	-0.5854952512894773	0.564653323397329	0.8016060573229938	-6.46	Not significant	Venom vs NaCl	Lbp
Q9Z1Q5	0.16	17.92	0.45966561944141526	0.6506302817773777	0.8444915494090045	-6.46	Not significant	Venom vs NaCl	Clic1
Q99JY9	-0.23	17.42	-0.34533411005902687	0.7333880451100279	0.8968655396868178	-6.46	Not significant	Venom vs NaCl	Actr3
Q9WVJ3	-0.24	21.42	-0.5773676325550768	0.5700259122929217	0.8056366227073293	-6.47	Not significant	Venom vs NaCl	Cpq
P26262	-0.26	16.54	-0.4784496163964384	0.6374314981010305	0.8424455980191343	-6.47	Not significant	Venom vs NaCl	Klkb1
P32507	-0.18	19.08	-0.47419375715220335	0.6404113203788894	0.8424455980191343	-6.47	Not significant	Venom vs NaCl	Nectin2
P07901	0.3	16.9	0.5017473010001304	0.6212316888903093	0.8411038575481177	-6.47	Not significant	Venom vs NaCl	Hsp90aa1
Q8VI78	-0.26	18.83	-0.4791600316266919	0.6369346984502411	0.8424455980191343	-6.47	Not significant	Venom vs NaCl	Pla1a
Q62179	-0.24	17.07	-0.5686208458572508	0.5758369264013	0.8120449782510573	-6.47	Not significant	Venom vs NaCl	Sema4b
Q8K353	-0.36	16.81	-0.5601723577803511	0.5814781770835977	0.8166894789710438	-6.48	Not significant	Venom vs NaCl	Cystm1
Q9D2Z8	-0.21	16.42	-0.5582124126166048	0.5827908391590235	0.8166894789710438	-6.48	Not significant	Venom vs NaCl	Kif12
P51150	-0.27	17.61	-0.557926067918188	0.5829827412780721	0.8166894789710438	-6.48	Not significant	Venom vs NaCl	Rab7a
P97821	0.37	18.57	0.5213637105448532	0.6077426124654612	0.8366326872901155	-6.48	Not significant	Venom vs NaCl	Ctsc
Q9ET22	0.25	23.06	0.45277195982757706	0.6555041999118405	0.8456403065799808	-6.48	Not significant	Venom vs NaCl	Dpp7
Q9ES30	-0.25	16.05	-0.5346352073610976	0.5986969158223008	0.8295669683289396	-6.49	Not significant	Venom vs NaCl	C1qtnf3
P04186	0.11	24.75	0.33530446137713904	0.7408281500508705	0.8968655396868178	-6.49	Not significant	Venom vs NaCl	Cfb
P01867	0.01	15.7	0.02673806868059621	0.9789291803866487	0.9951335215408886	-6.5	Not significant	Venom vs NaCl	Ighg2b
Q8CFZ5	0.19	16.03	0.5073121215750197	0.6173908639559863	0.8411038575481177	-6.5	Not significant	Venom vs NaCl	Slc22a12
P48036	0.3	17.36	0.515617388619206	0.6116794801829278	0.8367592272157358	-6.5	Not significant	Venom vs NaCl	Anxa5
P21460	-0.27	21.58	-0.5054845557022484	0.6186510124614204	0.8411038575481177	-6.51	Not significant	Venom vs NaCl	Cst3
Q8JZQ5	0.38	20.65	0.5032741557612371	0.6201767459786374	0.8411038575481177	-6.51	Not significant	Venom vs NaCl	Aoc1
P24472	0.36	17.73	0.49843139385590823	0.6235256169853945	0.841958157967539	-6.51	Not significant	Venom vs NaCl	Gsta4
P68368	-0.26	15.73	-0.4935173305380709	0.6269323692167853	0.8424455980191343	-6.51	Not significant	Venom vs NaCl	Tuba4a
P40142	-0.19	16.44	-0.23619936870877106	0.8156395963664197	0.9277020084091007	-6.52	Not significant	Venom vs NaCl	Tkt
O88322	0.07	20.06	0.1272172771602696	0.9000173993003576	0.9678419739560921	-6.52	Not significant	Venom vs NaCl	Nid2
Q920R6	0.18	17.91	0.4771011792092894	0.6383749539208842	0.8424455980191343	-6.52	Not significant	Venom vs NaCl	Atp6v0a4
P11152	0.19	19.1	0.4761272142901535	0.6390567960914634	0.8424455980191343	-6.52	Not significant	Venom vs NaCl	Lpl
Q99KR8	0.21	18.23	0.47440486907212764	0.6402633586862341	0.8424455980191343	-6.52	Not significant	Venom vs NaCl	Fuca2
Q8BFR4	-0.18	21.71	-0.4733471758660896	0.6410048168864817	0.8424455980191343	-6.52	Not significant	Venom vs NaCl	Gns
P55258	-0.19	15.4	-0.4709744427579257	0.6426695378070304	0.8424455980191343	-6.52	Not significant	Venom vs NaCl	Rab8a
Q62165	0.45	18.68	0.46905558995918745	0.6440172273290479	0.8424455980191343	-6.52	Not significant	Venom vs NaCl	Dag1
Q9WVM1	-0.42	17.49	-0.4687701524205931	0.6442178096074394	0.8424455980191343	-6.52	Not significant	Venom vs NaCl	Racgap1
P18760	-0.31	17.25	-0.4677331097164243	0.6449467932269195	0.8424455980191343	-6.53	Not significant	Venom vs NaCl	Cfl1
P09470	-0.14	21.19	-0.4674554421165992	0.6451420405141457	0.8424455980191343	-6.53	Not significant	Venom vs NaCl	Ace
O09114	-0.18	22.9	-0.4667043764944261	0.6456702984670285	0.8424455980191343	-6.53	Not significant	Venom vs NaCl	Ptgds
Q9DB34	0.16	18.11	0.46511706047541823	0.6467873608261918	0.8424455980191343	-6.53	Not significant	Venom vs NaCl	Chmp2a
Q8BHN3	0.16	17.54	0.46493386816631255	0.6469163362794375	0.8424455980191343	-6.53	Not significant	Venom vs NaCl	Ganab
P47791	-0.29	15.61	-0.46409918012135526	0.6475041377319555	0.8424455980191343	-6.53	Not significant	Venom vs NaCl	Gsr
P47199	0.22	17.16	0.4637793950186661	0.6477293984769759	0.8424455980191343	-6.53	Not significant	Venom vs NaCl	Cryz
P01887	0.03	22	0.04070856459365199	0.9679250755087612	0.9929037871347938	-6.53	Not significant	Venom vs NaCl	B2m
Q9JHJ8	0.34	18.6	0.4482021573107971	0.6587438518004494	0.8463860398890622	-6.53	Not significant	Venom vs NaCl	Icoslg
Q9R1E6	0.19	21.49	0.4556053007269218	0.6534990602826016	0.8456403065799808	-6.53	Not significant	Venom vs NaCl	Enpp2
Q02819	0.23	19.24	0.44332372332953474	0.662209914882615	0.8491240037607725	-6.54	Not significant	Venom vs NaCl	Nucb1
Q9D3H2	-0.26	18.9	-0.43612229900061517	0.6673406646553233	0.8539812127178784	-6.54	Not significant	Venom vs NaCl	Obp1a
P70699	0.22	20.51	0.3927850137786994	0.6985633392914006	0.8757002082968413	-6.55	Not significant	Venom vs NaCl	Gaa
Q9DC11	-0.27	16.62	-0.4232283393418647	0.6765689034859086	0.8602342198714974	-6.55	Not significant	Venom vs NaCl	Plxdc2
Q8R464	0.19	17.23	0.24741602825014067	0.8070659566029551	0.9215331210044515	-6.55	Not significant	Venom vs NaCl	Cadm4
Q9R045	-0.18	19.35	-0.42069206897141287	0.6783903402713396	0.8602342198714974	-6.55	Not significant	Venom vs NaCl	Angptl2
P51863	-0.15	17.06	-0.41952795903893053	0.6792270301238383	0.8602342198714974	-6.55	Not significant	Venom vs NaCl	Atp6v0d1
Q99KP3	-0.19	16.5	-0.4193805081770859	0.6793330389916844	0.8602342198714974	-6.55	Not significant	Venom vs NaCl	Cryl1
Q9CYN9	0.2	15.95	0.41840751017576183	0.6800327406414524	0.8602342198714974	-6.55	Not significant	Venom vs NaCl	Atp6ap2
P11276	0.17	22.15	0.4179769316035256	0.6803424726342189	0.8602342198714974	-6.55	Not significant	Venom vs NaCl	Fn1
Q9ES89	0.11	17.99	0.2642525362737567	0.7942436673870725	0.9193473667436604	-6.56	Not significant	Venom vs NaCl	Extl2
P50247	0.26	16.23	0.3985425633630491	0.6943820121829649	0.8727805528623829	-6.56	Not significant	Venom vs NaCl	Ahcy
Q3THE2	0.4	15.76	0.3888812762775684	0.7014039803812242	0.8757002082968413	-6.56	Not significant	Venom vs NaCl	Myl12b
O09133	-0.3	20.25	-0.3882740086076031	0.7018462770641014	0.8757002082968413	-6.56	Not significant	Venom vs NaCl	Smr2
O35608	-0.17	18.13	-0.3799901901895757	0.7078904921533706	0.8810535283944103	-6.56	Not significant	Venom vs NaCl	Angpt2
O35129	0.08	16.47	0.21436381387465395	0.8323972619140845	0.9369993957121375	-6.56	Not significant	Venom vs NaCl	Phb2
P48441	-0.18	15.42	-0.37385409021004284	0.7123804628035746	0.8842165873589317	-6.57	Not significant	Venom vs NaCl	Idua
P06869	-0.2	21.92	-0.37271871194758727	0.7132124360300818	0.8842165873589317	-6.57	Not significant	Venom vs NaCl	Plau
Q02013	-0.18	19.21	-0.31089476350916	0.7590434386692111	0.904029264032993	-6.57	Not significant	Venom vs NaCl	Aqp1
Q91ZJ9	-0.22	14.5	-0.3642581678783096	0.7194235759872492	0.8886424468771137	-6.57	Not significant	Venom vs NaCl	Hyal1
Q9ESD1	0.15	23.95	0.3640497656759157	0.7195768241221911	0.8886424468771137	-6.57	Not significant	Venom vs NaCl	Prss8
O88342	-0.24	16.5	-0.35687997949403655	0.7248564527423665	0.8934277208219866	-6.57	Not significant	Venom vs NaCl	Wdr1
P42703	-0.09	17.22	-0.18702052511150288	0.8534969479633874	0.9506550944040533	-6.57	Not significant	Venom vs NaCl	Lifr
P49183	0.24	23.27	0.3486836911991923	0.7309092316493508	0.8968655396868178	-6.58	Not significant	Venom vs NaCl	Dnase1
Q01853	0.09	16.54	0.12804096759380373	0.8993737338943981	0.9678419739560921	-6.58	Not significant	Venom vs NaCl	Vcp
P63094;Q6R0H7	-0.17	15.52	-0.3431039612848284	0.7350400984009368	0.8968655396868178	-6.58	Not significant	Venom vs NaCl	Gnas
Q922D8	0.18	18.42	0.34266239320348746	0.735367360620089	0.8968655396868178	-6.58	Not significant	Venom vs NaCl	Mthfd1
Q9JLJ2	-0.15	16.66	-0.3383593414122931	0.7385592050152671	0.8968655396868178	-6.58	Not significant	Venom vs NaCl	Aldh9a1
P23188	-0.25	17.33	-0.3378380444343952	0.738946214376399	0.8968655396868178	-6.58	Not significant	Venom vs NaCl	Furin
Q91ZR1	-0.25	16.39	-0.3355063879037113	0.7406780984613868	0.8968655396868178	-6.58	Not significant	Venom vs NaCl	Rab4b
P70663	-0.34	17.06	-0.335171863423669	0.7409266893483795	0.8968655396868178	-6.58	Not significant	Venom vs NaCl	Sparcl1
Q91V98	-0.15	17.14	-0.3325187174142514	0.742899315702416	0.8968655396868178	-6.58	Not significant	Venom vs NaCl	Cd248
P06151	-0.15	18.73	-0.32885558162589845	0.7456258573442818	0.8981402372556122	-6.58	Not significant	Venom vs NaCl	Ldha
P14148	0.17	16.1	0.28567219258022597	0.7780174241045545	0.9146378590212508	-6.58	Not significant	Venom vs NaCl	Rpl7
Q8CFZ4	-0.15	16.17	-0.32097682387730575	0.7515017448609344	0.9019618997227904	-6.58	Not significant	Venom vs NaCl	Gpc3
Q5SW46	-0.25	15.64	-0.31883265235939406	0.753103546233562	0.9019618997227904	-6.59	Not significant	Venom vs NaCl	Lpo
O09131	-0.17	16.58	-0.31850049426272786	0.7533517871045464	0.9019618997227904	-6.59	Not significant	Venom vs NaCl	Gsto1
Q8K2B3	0.13	15.18	0.3170030217394935	0.7544712746108875	0.9019618997227904	-6.59	Not significant	Venom vs NaCl	Sdha
Q9D154	-0.12	17.8	-0.16231611696048254	0.8726581876676163	0.9587849283032523	-6.59	Not significant	Venom vs NaCl	Serpinb1a
P21956	-0.14	19.84	-0.3061116015001368	0.7626300831425492	0.9066032390255352	-6.59	Not significant	Venom vs NaCl	Mfge8
O89023	-0.2	19.3	-0.3029901721831623	0.7649736450393836	0.9076926086661342	-6.59	Not significant	Venom vs NaCl	Tpp1
Q64324	-0.16	15.55	-0.2947863132983146	0.7711440708475391	0.9110993200665646	-6.59	Not significant	Venom vs NaCl	Stxbp2
O88307	0.1	17.19	0.29352608516931306	0.7720933278757719	0.9110993200665646	-6.59	Not significant	Venom vs NaCl	Sorl1
Q9R155	0.18	15.76	0.2934610191847071	0.7721423482954062	0.9110993200665646	-6.59	Not significant	Venom vs NaCl	Slc26a4
P12023	-0.14	15.55	-0.28806389049703823	0.7762119068319946	0.914205134713238	-6.59	Not significant	Venom vs NaCl	App
P18181	-0.01	17.82	-0.023698543199355424	0.9813239647460706	0.9951335215408886	-6.6	Not significant	Venom vs NaCl	Cd48
P06797	-0.13	22.02	-0.2796584793325989	0.7825629135732421	0.9171795489003894	-6.6	Not significant	Venom vs NaCl	Ctsl
Q99LX0	0.1	19.56	0.2785437721389336	0.7834063526845296	0.9171795489003894	-6.6	Not significant	Venom vs NaCl	Park7
Q01339	-0.07	21	-0.277091291182735	0.7845057776758048	0.9171795489003894	-6.6	Not significant	Venom vs NaCl	Apoh
Q9DBV4	0.14	21.77	0.27196836309679917	0.78838714876051	0.9193473667436604	-6.6	Not significant	Venom vs NaCl	Mxra8
P04117	0.26	16.66	0.2689544387687659	0.7906732888845924	0.9193473667436604	-6.6	Not significant	Venom vs NaCl	Fabp4
O09164	0.11	21.84	0.26741578800719484	0.791841144130246	0.9193473667436604	-6.6	Not significant	Venom vs NaCl	Sod3
O88569	0.15	16.02	0.2633616361952963	0.7949206955829996	0.9193473667436604	-6.6	Not significant	Venom vs NaCl	Hnrnpa2b1
Q61598	-0.13	17.57	-0.26321374439041995	0.7950331001714045	0.9193473667436604	-6.6	Not significant	Venom vs NaCl	Gdi2
Q91Z53	-0.13	17.48	-0.2609559269567547	0.796749712185968	0.9193520326249849	-6.6	Not significant	Venom vs NaCl	Grhpr
Q64331	0.07	16.92	0.2550662539136944	0.801232571264445	0.9193520326249849	-6.6	Not significant	Venom vs NaCl	Myo6
P27046	-0.1	17.65	-0.2537135842798766	0.8022631414514536	0.9193520326249849	-6.6	Not significant	Venom vs NaCl	Man2a1
Q9Z0S1	-0.12	15.94	-0.2537114793374378	0.8022647454510481	0.9193520326249849	-6.6	Not significant	Venom vs NaCl	Bpnt1
P28825	0.1	25.27	0.24987620585586662	0.8051887657466161	0.921043264415194	-6.61	Not significant	Venom vs NaCl	Mep1a
Q09324	-0.08	19.27	-0.2450032610118949	0.8089081331954157	0.9219813131044523	-6.61	Not significant	Venom vs NaCl	Gcnt1
Q64726	0.14	16.14	0.23455925321714868	0.8168952654389713	0.9277020084091007	-6.61	Not significant	Venom vs NaCl	Azgp1
Q06890	-0.12	23.55	-0.1824229408161819	0.8570562742273915	0.9520239665083381	-6.61	Not significant	Venom vs NaCl	Clu
P55014	-0.11	18.5	-0.2327210553006012	0.8183031866627444	0.9277020084091007	-6.61	Not significant	Venom vs NaCl	Slc12a1
O08709	0.16	17.32	0.22930334193485563	0.8209225698003281	0.9290155772117591	-6.61	Not significant	Venom vs NaCl	Prdx6
P70441	-0.05	18.46	-0.12754165012037938	0.8997639125325787	0.9678419739560921	-6.61	Not significant	Venom vs NaCl	Nherf1
Q8CII9	0.12	16.6	0.22207572556366653	0.8264689564931142	0.9336310059140688	-6.61	Not significant	Venom vs NaCl	Crlf2
Q8QZR4	-0.06	18.05	-0.12052156089346984	0.9052522899696145	0.9678419739560921	-6.61	Not significant	Venom vs NaCl	Oaf
Q60605	0.1	13.27	0.11146244493780501	0.9123419572532998	0.9678419739560921	-6.61	Not significant	Venom vs NaCl	Myl6
O35988	-0.13	16.08	-0.21474990496493754	0.8321002186690033	0.9369993957121375	-6.61	Not significant	Venom vs NaCl	Sdc4
Q05920	0.13	15.66	0.21059143471183453	0.8353009289614644	0.9386066975609387	-6.61	Not significant	Venom vs NaCl	Pc
Q8QZT1	-0.14	18.25	-0.20302674269974705	0.8411308444170377	0.9434906826265184	-6.62	Not significant	Venom vs NaCl	Acat1
O08992	-0.1	19.21	-0.19927020875700305	0.8440294166555171	0.9450751918889242	-6.62	Not significant	Venom vs NaCl	Sdcbp
O89017	0.12	21.57	0.18705711968197938	0.8534686301819563	0.9506550944040533	-6.62	Not significant	Venom vs NaCl	Lgmn
P05202	0.07	16.22	0.18156643537284414	0.8577197056749649	0.9520239665083381	-6.62	Not significant	Venom vs NaCl	Got2
Q8R2Y2	-0.02	15.24	-0.03547066135679058	0.9720501530805989	0.9951335215408886	-6.62	Not significant	Venom vs NaCl	Mcam
Q7TMS5	-0.08	18.2	-0.1727683524283252	0.8645406882892065	0.9579231319720127	-6.62	Not significant	Venom vs NaCl	Abcg2
P16125	0.07	19.53	0.1666940449732371	0.8692563562424277	0.9587849283032523	-6.62	Not significant	Venom vs NaCl	Ldhb
Q9WTR5	-0.14	19.99	-0.16317427203701065	0.8719911638806075	0.9587849283032523	-6.62	Not significant	Venom vs NaCl	Cdh13
P11590	0.13	20.25	0.16206877541935633	0.8728504585352754	0.9587849283032523	-6.62	Not significant	Venom vs NaCl	Mup4
P97298	-0.11	16.3	-0.16206153063318318	0.8728560903892817	0.9587849283032523	-6.62	Not significant	Venom vs NaCl	Serpinf1
Q9CZ52	-0.07	16.79	-0.1576939666040153	0.876252538444498	0.959976223520224	-6.62	Not significant	Venom vs NaCl	Antxr1
Q61865	0.16	18.99	0.15678538239017634	0.8769594117378148	0.959976223520224	-6.62	Not significant	Venom vs NaCl	Mia
Q9QZF2	-0.12	18.39	-0.1519878391732419	0.8806936083818109	0.9602825511609816	-6.63	Not significant	Venom vs NaCl	Gpc1
Q60963	0.09	19.84	0.15150644556410264	0.8810684630324408	0.9602825511609816	-6.63	Not significant	Venom vs NaCl	Pla2g7
P11591	0.14	17.74	0.15060705431858543	0.8817688834559958	0.9602825511609816	-6.63	Not significant	Venom vs NaCl	Mup5
Q62426	0.08	17.51	0.14724491624353164	0.8843880972928908	0.9614885980825274	-6.63	Not significant	Venom vs NaCl	Cstb
Q9WUU7	0.05	23.4	0.12696716127119848	0.9002128641059295	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Ctsz
P01639	-0.1	14.58	-0.12485585839751699	0.9018630989343503	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Igkv9-120
Q62178	0.06	16.52	0.12316062431575231	0.903188456914271	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Sema4a
P26040	0.04	19.9	0.1205056629074952	0.9052647248100805	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Ezr
P14094	-0.05	18.5	-0.11718332974526949	0.9078638789604634	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Atp1b1
Q8VC30	-0.04	17.32	-0.11090651939270331	0.9127772754795955	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Tkfc
Q9CVB6	0.06	15.98	0.11056928870203862	0.9130413581364588	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Arpc2
Q3TW96	0.06	16.62	0.10948690448739695	0.9138890341558153	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Uap1l1
P10126	0.03	17.81	0.10914393878064098	0.9141576519360524	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Eef1a1
P68372	-0.04	17.98	-0.1076604944571445	0.9153196369849019	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Tubb4b
P08122	-0.08	18.65	-0.10481114718268694	0.9175520802788901	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Col4a2
P97467	-0.06	17.23	-0.10471967683766803	0.9176237583262947	0.9678419739560921	-6.63	Not significant	Venom vs NaCl	Pam
Q9EQ20	0.06	16.05	0.10003318372340503	0.9212971403795795	0.9688944769749166	-6.63	Not significant	Venom vs NaCl	Aldh6a1
O88968	0.06	18.29	0.09922515714942823	0.9219306752562301	0.9688944769749166	-6.63	Not significant	Venom vs NaCl	Tcn2
P31809	-0.07	16.67	-0.09761675123240249	0.9231919073062884	0.9688944769749166	-6.63	Not significant	Venom vs NaCl	Ceacam1
Q8R4G6	-0.06	16.22	-0.09005703631724539	0.9291225863437972	0.9735122980472076	-6.63	Not significant	Venom vs NaCl	Mgat5
Q5SSE9	-0.05	18.52	-0.08577478154187484	0.9324839639655026	0.9754273044112823	-6.63	Not significant	Venom vs NaCl	Abca13
Q9WVE8	0.05	16.28	0.08115857632958173	0.9361089263788143	0.977611292572949	-6.63	Not significant	Venom vs NaCl	Pacsin2
P21981	-0.03	16.46	-0.0739678041564021	0.9417584244150614	0.9810907370015696	-6.63	Not significant	Venom vs NaCl	Tgm2
Q00724	0.05	16.04	0.07299133114581807	0.9425258495408161	0.9810907370015696	-6.63	Not significant	Venom vs NaCl	Rbp4
Q64442	0.04	16.28	0.06677553054240555	0.9474122556327449	0.9845656774222644	-6.64	Not significant	Venom vs NaCl	Sord
Q9JHI5	0.02	18.66	0.06181211978193306	0.9513156622241183	0.9854754155888846	-6.64	Not significant	Venom vs NaCl	Ivd
