Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	status	Comparison	Gene
Q6GU68	0.75	18.77	1.4784936259211452	0.1545916369814794	0.43697902720098175	-5.46	Not significant	Venom + JPM-OEt 50mg vs NaCl	Islr
P01837	0.84	20.31	1.4508692282192093	0.1620606244060402	0.4493462880294569	-5.47	Not significant	Venom + JPM-OEt 50mg vs NaCl	Igkc
P31725	-1.73	20.35	-1.4310568402281851	0.16759568566756802	0.45316662792117923	-5.48	Not significant	Venom + JPM-OEt 50mg vs NaCl	S100a9
Q3UMW8	-0.55	18.55	-1.4211216786105094	0.17042824138336155	0.4554300904194031	-5.48	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cln5
Q8VDD5	-0.72	16.6	-1.453108882891715	0.16144435642484242	0.4493462880294569	-5.5	Not significant	Venom + JPM-OEt 50mg vs NaCl	Myh9
P97797	0.5	14.6	1.4290802563208886	0.16815617010911682	0.45316662792117923	-5.5	Not significant	Venom + JPM-OEt 50mg vs NaCl	Sirpa
Q64727	-0.68	17.73	-1.23015866011119	0.23267261105343257	0.5559973502595098	-5.51	Not significant	Venom + JPM-OEt 50mg vs NaCl	Vcl
P55292	-0.65	19.59	-1.4341325918151528	0.16672651933532992	0.45316662792117923	-5.52	Not significant	Venom + JPM-OEt 50mg vs NaCl	Dsc2
Q8R366	0.57	18.49	1.3978966244007738	0.17720022875279776	0.4656997747387578	-5.52	Not significant	Venom + JPM-OEt 50mg vs NaCl	Igsf8
P70158	-1.03	19.95	-1.4327645468180377	0.16711265993613453	0.45316662792117923	-5.53	Not significant	Venom + JPM-OEt 50mg vs NaCl	Smpdl3a
P81117	-2.22	18.73	-1.4132948649251242	0.1726867444868633	0.45761987289018774	-5.55	Not significant	Venom + JPM-OEt 50mg vs NaCl	Nucb2
P51863	0.45	17.06	1.4032577998380917	0.17561817109480093	0.4634570822252838	-5.56	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp6v0d1
Q8VHF2	-0.95	19.25	-1.3839779122282976	0.1813608595976047	0.47272748649211715	-5.57	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cdhr5
P23780	-0.67	21.97	-1.322459202842924	0.2006898121907803	0.5065183964398019	-5.58	Not significant	Venom + JPM-OEt 50mg vs NaCl	Glb1
Q9WVJ3	-0.53	21.42	-1.3712839035920439	0.1852230047737235	0.47886923185401686	-5.58	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cpq
Q3UZZ4	-0.66	17.65	-1.3903886675877473	0.17943494626287934	0.4696322050337089	-5.58	Not significant	Venom + JPM-OEt 50mg vs NaCl	Olfm4
Q8VBT3	1.2	17.33	1.3423693168136182	0.1942642317663124	0.4961929775235931	-5.6	Not significant	Venom + JPM-OEt 50mg vs NaCl	Oscar
P42703	-0.55	17.22	-1.3605732650556484	0.1885323300562336	0.4854516676751602	-5.61	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lifr
Q9ESD1	-0.51	23.95	-1.3224403691974655	0.20069596840067622	0.5065183964398019	-5.62	Not significant	Venom + JPM-OEt 50mg vs NaCl	Prss8
Q49B93	-0.4	16.62	-1.2148648824247035	0.23832930509127428	0.5593263396238024	-5.63	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc5a12
Q9WUU7	-0.47	23.4	-1.3131458362296546	0.20375221129791707	0.5121992347251987	-5.63	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ctsz
P13020	0.51	22.26	1.242177997497634	0.22829933416669554	0.5489632264306735	-5.64	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gsn
Q8VC69	-0.65	15.54	-1.343131853584246	0.1940214013841346	0.4961929775235931	-5.64	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc22a6
Q9DBX3	-0.65	19.3	-1.3279347208010412	0.1989062878644669	0.5060175963272038	-5.64	Not significant	Venom + JPM-OEt 50mg vs NaCl	Susd2
O35988	0.73	16.08	1.310478916111551	0.2046358433625346	0.5123952613329606	-5.67	Not significant	Venom + JPM-OEt 50mg vs NaCl	Sdc4
P11589	0.68	22.45	1.270347841635359	0.21829662078563217	0.5381265535645816	-5.68	Not significant	Venom + JPM-OEt 50mg vs NaCl	Mup2
P06683	-0.71	18.17	-1.2059093246301058	0.24168980208057475	0.5651276254531087	-5.68	Not significant	Venom + JPM-OEt 50mg vs NaCl	C9
P03953	-0.8	23.65	-1.24452626854376	0.227452301544299	0.5489632264306735	-5.69	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cfd
Q8K182	-1.31	16.47	-1.297874556177564	0.20885263411925634	0.5204928383818371	-5.7	Not significant	Venom + JPM-OEt 50mg vs NaCl	C8a
O35608	-0.52	18.13	-1.2665347578595272	0.21963046297042937	0.5393242256725601	-5.7	Not significant	Venom + JPM-OEt 50mg vs NaCl	Angpt2
Q61838	-0.59	23.29	-1.29593775089595	0.20950655129834955	0.5204928383818371	-5.7	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pzp
Q8CCH2	-0.52	18.26	-1.2270697548760683	0.23380677728588858	0.5559973502595098	-5.7	Not significant	Venom + JPM-OEt 50mg vs NaCl	Nhlrc3
P55258	-0.49	15.4	-1.2561109558740142	0.22330886234848724	0.5441549289411414	-5.7	Not significant	Venom + JPM-OEt 50mg vs NaCl	Rab8a
O08644	0.43	17.52	1.286983728430971	0.21255039830556122	0.5260002074799103	-5.71	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ephb6
P08730	-1.73	20.15	-1.2257620726077418	0.23428819161878717	0.5559973502595098	-5.71	Not significant	Venom + JPM-OEt 50mg vs NaCl	Krt13
P16882	0.37	16.88	1.1990834481074835	0.2442751375741722	0.567003604004283	-5.71	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ghr
P26041	-0.4	18.73	-1.1904330559608007	0.24758143490662457	0.5706638857274506	-5.73	Not significant	Venom + JPM-OEt 50mg vs NaCl	Msn
P11152	0.45	19.1	1.245921962088786	0.22695001021747113	0.5489632264306735	-5.74	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lpl
Q3TCN2	-0.96	18.29	-1.2587932565958895	0.2223578208471496	0.543921438687643	-5.75	Not significant	Venom + JPM-OEt 50mg vs NaCl	Plbd2
Q8QZT1	0.77	18.25	1.2409736674132208	0.2287346776794473	0.5489632264306735	-5.76	Not significant	Venom + JPM-OEt 50mg vs NaCl	Acat1
Q99N23	-0.4	19.98	-1.2030160271759491	0.24278311537155092	0.5656046204260308	-5.77	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ca15
Q9DB34	0.4	18.11	1.1820603018408098	0.2508135790456221	0.5738037276007758	-5.77	Not significant	Venom + JPM-OEt 50mg vs NaCl	Chmp2a
Q9DCD0	-0.84	17.08	-1.1845101973299506	0.2498645820375938	0.5736962966639338	-5.78	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pgd
Q9R0G6	0.81	17.11	1.0924124349062285	0.2874191163375186	0.6235677686082267	-5.78	Not significant	Venom + JPM-OEt 50mg vs NaCl	Comp
O35206	-0.81	19.07	-1.1379747058675913	0.2683550407176956	0.5986020936777648	-5.79	Not significant	Venom + JPM-OEt 50mg vs NaCl	Col15a1
P51885	0.83	17.7	1.1497139593587933	0.2635977024904368	0.5923962501198509	-5.79	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lum
P20918	-0.49	22.11	-1.2190557252460033	0.23676895500276765	0.5587213593997974	-5.79	Not significant	Venom + JPM-OEt 50mg vs NaCl	Plg
Q9CQ60	0.57	19.23	1.217914659442943	0.23719302993387623	0.5587213593997974	-5.79	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pgls
Q60931	-0.77	20.02	-1.1902634597922261	0.2476465919194597	0.5706638857274506	-5.81	Not significant	Venom + JPM-OEt 50mg vs NaCl	Vdac3
Q9EP95	-0.51	18.97	-1.0963947008625354	0.28571460040133245	0.6235677686082267	-5.82	Not significant	Venom + JPM-OEt 50mg vs NaCl	Retnla
Q91Y97	-0.37	19.27	-1.0352667582602504	0.3126935787197705	0.6450639970670463	-5.83	Not significant	Venom + JPM-OEt 50mg vs NaCl	Aldob
P08226	-0.35	20.45	-1.040256324390326	0.3104258510171268	0.6446869430210359	-5.83	Not significant	Venom + JPM-OEt 50mg vs NaCl	Apoe
Q07076	-0.31	16.9	-0.9376564949004748	0.35941946470458175	0.6906065847495891	-5.84	Not significant	Venom + JPM-OEt 50mg vs NaCl	Anxa7
E9Q3E1	0.53	17	1.1422830434169906	0.2666017690273106	0.5970377644414421	-5.84	Not significant	Venom + JPM-OEt 50mg vs NaCl	Aldh3b2
O09043	-0.4	25.03	-0.9790473807768061	0.3390557484586486	0.6696877516139768	-5.84	Not significant	Venom + JPM-OEt 50mg vs NaCl	Napsa
Q8R007	0.55	16.29	0.8517740231329476	0.404254481113308	0.7299177775167193	-5.85	Not significant	Venom + JPM-OEt 50mg vs NaCl	Nectin4
Q925F2	-0.46	18.18	-1.1653074530111371	0.25737555225468267	0.5867055599784164	-5.85	Not significant	Venom + JPM-OEt 50mg vs NaCl	Esam
Q8BHC0	0.43	23.14	0.9835251525400166	0.33690134288146023	0.6696877516139768	-5.85	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lyve1
Q91VW3	0.56	23.15	0.9742412485448125	0.3413786919779874	0.6710906939824578	-5.86	Not significant	Venom + JPM-OEt 50mg vs NaCl	Sh3bgrl3
P15501	-3.06	22.55	-1.1609960528370673	0.2590848446474394	0.5884927185563267	-5.86	Not significant	Venom + JPM-OEt 50mg vs NaCl	Sbp
Q99LY2	-0.72	17.45	-1.1542318015674815	0.261783604020445	0.5923962501198509	-5.87	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gdpd3
Q9JHH6	0.67	17.01	1.1501641645780938	0.26341650943498374	0.5923962501198509	-5.87	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cpb2
P59999	-0.43	16.01	-0.882127134933264	0.3880116172936753	0.7215654637391155	-5.87	Not significant	Venom + JPM-OEt 50mg vs NaCl	Arpc4
Q60648	-0.81	21.91	-1.017635343117546	0.32080076945789776	0.6511334167740054	-5.87	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gm2a
Q9R069	0.41	17.57	1.1359481025384137	0.2691827025028943	0.5986020936777648	-5.88	Not significant	Venom + JPM-OEt 50mg vs NaCl	Bcam
P24369	-0.32	18.26	-1.1265131256618788	0.2730607294497497	0.6030091108681973	-5.89	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ppib
Q60932	-0.68	22.87	-1.1326918211303985	0.27051650476159983	0.5994721150814547	-5.89	Not significant	Venom + JPM-OEt 50mg vs NaCl	Vdac1
O70570	-0.69	20.22	-1.117354021021473	0.2768645062985288	0.609293515591226	-5.89	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pigr
P15535	0.58	16.09	1.0845367867391404	0.2908117951622379	0.6235677686082267	-5.9	Not significant	Venom + JPM-OEt 50mg vs NaCl	B4galt1
P01029	0.4	18.8	1.0837456724992958	0.29115418638231677	0.6235677686082267	-5.9	Not significant	Venom + JPM-OEt 50mg vs NaCl	C4b
P70699	-0.57	20.51	-1.0953686544206769	0.28615307176863025	0.6235677686082267	-5.91	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gaa
Q9ET66	0.61	17.58	1.0594012656870475	0.30183302552389396	0.6335505090204507	-5.92	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pi16
Q8R0I0	-0.35	18.28	-1.0689554763822346	0.2976090183586268	0.6309259211520939	-5.92	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ace2
P13597	0.61	18.55	1.0911703057308983	0.28795228713098897	0.6235677686082267	-5.93	Not significant	Venom + JPM-OEt 50mg vs NaCl	Icam1
Q8R464	0.72	17.23	1.0226120203737137	0.3184975906373524	0.6492450886069105	-5.94	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cadm4
O08997	1.06	15.98	1.0841053615071667	0.2909984782447452	0.6235677686082267	-5.94	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atox1
P11588	-1.53	23.83	-1.0615927021106968	0.30086039778572626	0.6335505090204507	-5.94	Not significant	Venom + JPM-OEt 50mg vs NaCl	Mup1
Q00623	-0.77	21.36	-1.066708503468546	0.29859858846978027	0.6309259211520939	-5.94	Not significant	Venom + JPM-OEt 50mg vs NaCl	Apoa1
P22599	-0.66	22.64	-1.083652841196927	0.2911943825104455	0.6235677686082267	-5.94	Not significant	Venom + JPM-OEt 50mg vs NaCl	Serpina1b
Q8CII9	0.55	16.6	1.0307346803593895	0.31476352476513997	0.6457729088729969	-5.95	Not significant	Venom + JPM-OEt 50mg vs NaCl	Crlf2
P97347	-0.75	17.19	-0.867182603930767	0.3959548423542162	0.7245353980840579	-5.95	Not significant	Venom + JPM-OEt 50mg vs NaCl	Rptn
P28271	0.44	17.32	1.0738079509058043	0.29548002552307734	0.630621799438514	-5.95	Not significant	Venom + JPM-OEt 50mg vs NaCl	Aco1
P01867	-0.45	15.7	-0.8694282048810444	0.39475457415276216	0.7245353980840579	-5.95	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ighg2b
P48441	-0.46	15.42	-1.0687320426839177	0.2977073132707868	0.6309259211520939	-5.96	Not significant	Venom + JPM-OEt 50mg vs NaCl	Idua
Q61703	-0.61	16.18	-0.8169954772561306	0.4233951620057276	0.7479981195434521	-5.96	Not significant	Venom + JPM-OEt 50mg vs NaCl	Itih2
P01942	1.35	24.27	0.9796586984622229	0.3387610641414729	0.6696877516139768	-5.96	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hba
Q91VA1	-0.42	18.08	-0.8486222963951676	0.4059658165515604	0.7299177775167193	-5.96	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc44a4
Q64516	0.26	15.48	0.8483214567465187	0.4061294103655736	0.7299177775167193	-5.97	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gk
Q9D2Z8	0.36	16.42	1.0249845692381439	0.31740369528859247	0.6490956598184721	-5.97	Not significant	Venom + JPM-OEt 50mg vs NaCl	Kif12
P17710	0.46	16.07	0.9953906815344046	0.3312382846427343	0.663462402237468	-5.98	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hk1
P32261	0.61	17.37	1.0337095108826275	0.3134037344240838	0.6450639970670463	-5.98	Not significant	Venom + JPM-OEt 50mg vs NaCl	Serpinc1
Q9JJX6	-0.43	17.06	-1.0476835936645905	0.307071860296145	0.6424266550932508	-5.98	Not significant	Venom + JPM-OEt 50mg vs NaCl	P2rx4
P28665	-0.92	19.35	-1.039167375999434	0.3109197734716256	0.6446869430210359	-5.99	Not significant	Venom + JPM-OEt 50mg vs NaCl	Mug1
Q8K209	0.47	17.71	1.0385650249942602	0.31119322564065727	0.6446869430210359	-5.99	Not significant	Venom + JPM-OEt 50mg vs NaCl	Adgrg1
Q8K426	1.14	18.76	1.0043468821979862	0.32700781872792895	0.6602443578125803	-6	Not significant	Venom + JPM-OEt 50mg vs NaCl	Retnlg
Q61730	-0.28	19.36	-1.016190697069724	0.3214715296651536	0.6511334167740054	-6.01	Not significant	Venom + JPM-OEt 50mg vs NaCl	Il1rap
P05201	0.35	16.47	0.9669494229952565	0.3449239121126273	0.6710906939824578	-6.01	Not significant	Venom + JPM-OEt 50mg vs NaCl	Got1
P40142	-0.67	16.44	-0.8962614425901814	0.3805957508392178	0.7140380458222494	-6.02	Not significant	Venom + JPM-OEt 50mg vs NaCl	Tkt
P01132	0.48	27.27	0.9667076039036001	0.34504191341550894	0.6710906939824578	-6.02	Not significant	Venom + JPM-OEt 50mg vs NaCl	Egf
P11679	0.36	16.51	0.9999682549392298	0.32907133234798003	0.662308124599099	-6.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Krt8
A7TZE6	0.62	15.32	0.8641433167485099	0.397583103665623	0.7245353980840579	-6.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Skint1
P04104	-0.41	19.4	-0.45207055424730525	0.6560009940987108	0.8982160033651622	-6.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Krt1
Q62165	-0.87	18.68	-0.9943523310492359	0.331731201118734	0.663462402237468	-6.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Dag1
Q5SW46	-0.71	15.64	-0.9685521545719963	0.3441425211161714	0.6710906939824578	-6.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lpo
P02088	1.41	23.98	0.8969497759284822	0.38023700646664216	0.7140380458222494	-6.04	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hbb-b1
Q8BJF9	0.34	16.03	0.9323420792638369	0.3620928129201435	0.6936476777626845	-6.04	Not significant	Venom + JPM-OEt 50mg vs NaCl	Chmp2b
Q8BWP8	-0.62	15.38	-0.9833893356280483	0.33696654948832017	0.6696877516139768	-6.04	Not significant	Venom + JPM-OEt 50mg vs NaCl	B4gat1
E9PZ36	-0.45	17.5	-0.9580653211990334	0.3492772864740289	0.6772571774313487	-6.05	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pkhd1
O35930	0.39	15.89	0.9277083202057136	0.36443466940347546	0.6960373866084396	-6.05	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gp1ba
P51437	-0.46	16.89	-0.8754113429604434	0.3915681647122631	0.7239457928982538	-6.05	Not significant	Venom + JPM-OEt 50mg vs NaCl	Camp
P15116	-0.66	17.59	-0.9672373480148022	0.34478344843000286	0.6710906939824578	-6.06	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cdh2
Q01339	-0.2	21	-0.7819031327230523	0.443276580877361	0.7681850284414212	-6.07	Not significant	Venom + JPM-OEt 50mg vs NaCl	Apoh
Q07797	0.21	19.57	0.3955119923384643	0.6965816792247621	0.9134555628596881	-6.07	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lgals3bp
Q05920	0.55	15.66	0.9436383639304723	0.35642634960636654	0.6890187183879912	-6.08	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pc
Q9R155	0.51	15.76	0.9122003278017276	0.3723461056181212	0.7056677745693167	-6.08	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc26a4
P08113	0.7	16.58	0.9393383924721559	0.35857619164722365	0.6906065847495891	-6.09	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hsp90b1
P31428	-0.29	17.99	-0.7773150131323955	0.44591778089465706	0.770662251763592	-6.09	Not significant	Venom + JPM-OEt 50mg vs NaCl	Dpep1
Q9DCV7	0.55	18.37	0.9091508847310809	0.37391515727965363	0.7056677745693167	-6.1	Not significant	Venom + JPM-OEt 50mg vs NaCl	Krt7
P01642	0.49	19.9	0.9187284919860015	0.3690018931025354	0.7026503114168039	-6.1	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gm10881
Q9CQH0	-0.3	16.74	-0.7403079081392233	0.4675711734181487	0.7930007101171802	-6.11	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pdzk1ip1
P06869	-0.44	21.92	-0.9096953311879481	0.3736346972704383	0.7056677745693167	-6.11	Not significant	Venom + JPM-OEt 50mg vs NaCl	Plau
P62827	0.52	17.75	0.6663764028516699	0.5126567806819364	0.8244525255209465	-6.12	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ran
Q60930	-0.58	21.48	-0.8939765737640922	0.3817881765834923	0.7141684714914738	-6.12	Not significant	Venom + JPM-OEt 50mg vs NaCl	Vdac2
P18181	-0.39	17.82	-0.8387936016707143	0.41133244351968934	0.7307470225657051	-6.12	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cd48
Q9WV91	0.11	17.67	0.2776119552317717	0.7841116186406748	0.9496067838376299	-6.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ptgfrn
P35441	0.39	16.84	0.8834417831525869	0.38731788989264826	0.7215654637391155	-6.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Thbs1
Q64726	-0.49	16.14	-0.8797957810061726	0.38924385085937796	0.7217466155876513	-6.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Azgp1
Q06770	-0.46	20.14	-0.844069127851989	0.40844631184480906	0.7299177775167193	-6.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Serpina6
Q8CIF4	-0.37	19.5	-0.8477891650807398	0.4064189693033641	0.7299177775167193	-6.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Btd
Q09324	-0.26	19.27	-0.8323490843838377	0.4148757176697073	0.734988736595916	-6.14	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gcnt1
P26262	-0.4	16.54	-0.8039932529063469	0.43069532103113606	0.7546066781702548	-6.14	Not significant	Venom + JPM-OEt 50mg vs NaCl	Klkb1
P02816	-0.35	23.03	-0.7453452758464592	0.464587341330997	0.7900469226912141	-6.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pip
Q91ZJ9	-0.47	14.5	-0.8662049025972314	0.39647816104759603	0.7245353980840579	-6.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hyal1
P08071	-0.96	18.36	-0.868572621744955	0.39521160204241734	0.7245353980840579	-6.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ltf
Q91VU0	-0.37	17.9	-0.7317747859190914	0.47265165136310283	0.7959020804191258	-6.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Fam3c
P15379	-0.07	21.02	-0.15925978632316276	0.8750345890720188	0.9753617986046319	-6.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cd44
Q62468	-0.24	17.52	-0.7719838629085021	0.44899878992994413	0.7738840932125867	-6.16	Not significant	Venom + JPM-OEt 50mg vs NaCl	Vil1
P70665	-0.77	14.8	-0.8445042524980203	0.4082088441225479	0.7299177775167193	-6.17	Not significant	Venom + JPM-OEt 50mg vs NaCl	Siae
Q14BT6	-0.75	17.03	-0.8430285732430416	0.4090145493541204	0.7299177775167193	-6.17	Not significant	Venom + JPM-OEt 50mg vs NaCl	A4gnt
P70269	-0.28	24.5	-0.8417417012681407	0.40971799775702633	0.7299177775167193	-6.17	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ctse
P32507	-0.26	19.08	-0.7116137755015753	0.4847841350896779	0.8050201303316844	-6.18	Not significant	Venom + JPM-OEt 50mg vs NaCl	Nectin2
O88322	0.34	20.06	0.630340612777092	0.5354882787909152	0.8365154396573091	-6.18	Not significant	Venom + JPM-OEt 50mg vs NaCl	Nid2
Q6VH22	-0.45	14.41	-0.808789074146306	0.4279935858182754	0.7540274808321972	-6.2	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ift172
O09114	0.28	22.9	0.7896235572279239	0.4388539884349577	0.7646880456017345	-6.2	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ptgds
Q9DAK9	0.32	16.19	0.5787899367067273	0.5690838388769299	0.8476283876480737	-6.2	Not significant	Venom + JPM-OEt 50mg vs NaCl	Phpt1
P62806	-0.75	20.72	-0.806613360114872	0.4292179621029145	0.7540956461255625	-6.2	Not significant	Venom + JPM-OEt 50mg vs NaCl	H4c1
Q99JY9	-0.38	17.42	-0.606069097169611	0.5511715358245248	0.8387353216792843	-6.2	Not significant	Venom + JPM-OEt 50mg vs NaCl	Actr3
Q8BPB5	0.38	18.95	0.6685276780411264	0.5113112157980984	0.8244525255209465	-6.2	Not significant	Venom + JPM-OEt 50mg vs NaCl	Efemp1
Q64331	0.19	16.92	0.7214734512647119	0.47882822321139995	0.7980850813765709	-6.21	Not significant	Venom + JPM-OEt 50mg vs NaCl	Myo6
P29788	0.42	18.39	0.7969747421243704	0.4346683397474874	0.7594754507675879	-6.21	Not significant	Venom + JPM-OEt 50mg vs NaCl	Vtn
Q05793	-0.16	18.76	-0.3279388482888313	0.7463087372984651	0.9419452680252182	-6.21	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hspg2
P10923	-0.45	24.44	-0.7853736924228932	0.44128511456439157	0.766823313833205	-6.22	Not significant	Venom + JPM-OEt 50mg vs NaCl	Spp1
Q9ESB3	0.52	17.46	0.7500583179379403	0.46180595972868943	0.7874224943363176	-6.22	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hrg
Q9QXC1	0.37	18.51	0.7659966287064734	0.452474406135169	0.7777668170323445	-6.23	Not significant	Venom + JPM-OEt 50mg vs NaCl	Fetub
P61027	-0.5	15.07	-0.7536195257949452	0.4597109728693006	0.7859906814706804	-6.23	Not significant	Venom + JPM-OEt 50mg vs NaCl	Rab10
P46412	0.46	18.3	0.7535864597813386	0.45973039859605835	0.7859906814706804	-6.24	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gpx3
Q05909	0.23	17.3	0.6749330569369208	0.507316590713295	0.8244525255209465	-6.25	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ptprg
Q99PT1	-0.29	18.5	-0.7221172347067256	0.47844083361153866	0.7980850813765709	-6.25	Not significant	Venom + JPM-OEt 50mg vs NaCl	Arhgdia
P70441	-0.26	18.46	-0.6613327838923434	0.5158191937306467	0.8263501441125725	-6.25	Not significant	Venom + JPM-OEt 50mg vs NaCl	Nherf1
Q61490	-0.13	16.48	-0.3122656241439569	0.7580165242313289	0.9419452680252182	-6.25	Not significant	Venom + JPM-OEt 50mg vs NaCl	Alcam
P09411	0.34	17.74	0.733952829060012	0.4713517827257183	0.7959020804191258	-6.26	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pgk1
P23188	-0.49	17.33	-0.7311312180726223	0.4730361421358955	0.7959020804191258	-6.26	Not significant	Venom + JPM-OEt 50mg vs NaCl	Furin
