Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	status	Comparison	Gene
O35930	1.82	15.89	4.109678880215704	5.282212080185921e-4	0.01399786201249269	-0.34	Increased	Venom vs NaCl	Gp1ba
Q01279	1.75	19.58	4.024148913085237	6.461922364273761e-4	0.016419373453515934	-0.53	Increased	Venom vs NaCl	Egfr
P20918	1.76	22.11	4.008014424499271	6.71232248099708e-4	0.016419373453515934	-0.57	Increased	Venom vs NaCl	Plg
P07759	2.22	25.2	3.9703969865158073	7.33434202865625e-4	0.017276450111945837	-0.65	Increased	Venom vs NaCl	Serpina3k
P28665	3.73	19.35	3.8500665940100838	9.735976979429548e-4	0.02211457628184712	-0.93	Increased	Venom vs NaCl	Mug1
P24638	-1.09	19.18	-3.8215262300388093	0.001041185003185336	0.022834264207788744	-0.99	Decreased	Venom vs NaCl	Acp2
Q9QWR8	-1.44	19.93	-3.7728108962135383	0.0011674745480600075	0.023952058469876282	-1.03	Decreased	Venom vs NaCl	Naga
Q922U2	-2.38	19.19	-3.7880178412285037	0.0011265017904426656	0.023881837957384508	-1.07	Decreased	Venom vs NaCl	Krt5
Q8VCS0	2.1	21.3	3.734511526703028	0.0012773282643775876	0.024660445432640295	-1.19	Increased	Venom vs NaCl	Pglyrp2
Q01149	-1.6	16.31	-3.7336030100395696	0.001280054829055049	0.024660445432640295	-1.19	Decreased	Venom vs NaCl	Col1a2
Q06770	2.11	20.14	3.710408049527059	0.0013516511613530515	0.024660445432640295	-1.24	Increased	Venom vs NaCl	Serpina6
Q8BGH2	-1.91	19.27	-3.708692929215412	0.0013570999845006451	0.024660445432640295	-1.25	Decreased	Venom vs NaCl	Samm50
Q8VCM7	2.56	18.72	3.626373837356268	0.0016458138133660326	0.027545725928968333	-1.33	Increased	Venom vs NaCl	Fgg
Q61129	1.62	19.06	3.652852496070113	0.0015468782007156865	0.027328181545977128	-1.37	Increased	Venom vs NaCl	Cfi
P35486	1.78	15.58	3.6314167830285946	0.0016265012991228368	0.027545725928968333	-1.42	Increased	Venom vs NaCl	Pdha1
P11087	-2.61	23.28	-3.607872658251095	0.001718624647476094	0.0280268019434563	-1.47	Decreased	Venom vs NaCl	Col1a1
E9PV24	2.48	20.5	3.5446199784976073	0.001992383238290956	0.0316788934888262	-1.52	Increased	Venom vs NaCl	Fga
P08249	1.63	20.41	3.499668141761789	0.0022126174603240944	0.032689900267412524	-1.62	Increased	Venom vs NaCl	Mdh2
Q99KI0	1.78	18.59	3.5282515193362585	0.0020699593647529693	0.032109613560558255	-1.65	Increased	Venom vs NaCl	Aco2
Q9CZ13	2.05	15.66	3.492329897941126	0.002250775766729022	0.032689900267412524	-1.68	Increased	Venom vs NaCl	Uqcrc1
Q8K2I4	-1.18	19.52	-3.4872379171498804	0.002277633203490174	0.032689900267412524	-1.74	Decreased	Venom vs NaCl	Manba
P11352	1.11	17.01	3.480628494336123	0.002312964641562207	0.032689900267412524	-1.76	Increased	Venom vs NaCl	Gpx1
P09813	3.17	17.26	3.4357993911024223	0.0025672286831807103	0.0354947270109333	-1.86	Increased	Venom vs NaCl	Apoa2
Q91X72	1.98	20.98	3.4167066501777428	0.002683673801596377	0.03608363082700847	-1.9	Increased	Venom vs NaCl	Hpx
P11859	1.34	20.85	3.410395434688512	0.0027232928926044127	0.03608363082700847	-1.91	Increased	Venom vs NaCl	Agt
O09159	-1	21.14	-3.34671586429838	0.0031565167184224503	0.04097029863095262	-2.06	Decreased	Venom vs NaCl	Man2b1
Q923D2	1.96	17.95	3.2598455438792278	0.0038577747626888106	0.04810872057000164	-2.08	Increased	Venom vs NaCl	Blvrb
P20060	-1.01	22.35	-3.29223188107388	0.003580155983414259	0.04553958410902938	-2.17	Decreased	Venom vs NaCl	Hexb
Q8K0E8	2.72	19.43	3.187734578588717	0.004553401017930145	0.04999747111565737	-2.29	Increased	Venom vs NaCl	Fgb
Q5FW60	-1.75	21.49	-3.229018080556124	0.004141472175713174	0.049905538300379026	-2.31	Decreased	Venom vs NaCl	Mup20
Q61247	-1.08	17	-3.2228913726640984	0.00420022787133712	0.049905538300379026	-2.33	Decreased	Venom vs NaCl	Serpinf2
P51885	2.33	17.7	3.2190723286739007	0.0042372626858812375	0.049905538300379026	-2.34	Increased	Venom vs NaCl	Lum
Q8VC60	-1.31	20.54	-3.187149350622631	0.004559517806144855	0.04999747111565737	-2.38	Decreased	Venom vs NaCl	Glb1l
P56135	1.08	18.59	3.1888532577135607	0.00454173080657915	0.04999747111565737	-2.39	Increased	Venom vs NaCl	Atp5mf
P28843	-0.74	20.4	-3.1878802319682573	0.004551879892847125	0.04999747111565737	-2.4	Decreased	Venom vs NaCl	Dpp4
P12246	2.33	21.07	7.9699531570609725	1.0946367609389806e-7	6.961889799571916e-5	7.89	Increased	Venom + Actn 15mg vs NaCl	Apcs
P56135	1.83	18.59	5.908927453858795	8.258411647309506e-6	0.0026261749038444227	3.77	Increased	Venom + Actn 15mg vs NaCl	Atp5mf
P19783	1.73	17.04	5.504380184184968	2.0543910859675303e-5	0.0038084821943063975	2.9	Increased	Venom + Actn 15mg vs NaCl	Cox4i1
P54071	1.77	16.08	5.436991226224603	2.395271820318489e-5	0.0038084821943063975	2.77	Increased	Venom + Actn 15mg vs NaCl	Idh2
P07141	1.88	16.62	4.9451418079925356	7.439469488454257e-5	0.009463005189313815	1.66	Increased	Venom + Actn 15mg vs NaCl	Csf1
Q9CQQ7	1.57	17.51	4.814887939974174	1.007632775990877e-4	0.010593317988290803	1.37	Increased	Venom + Actn 15mg vs NaCl	Atp5pb
Q91VD9	2.41	15.74	4.69079426352325	1.3467026064385658e-4	0.010593317988290803	1.13	Increased	Venom + Actn 15mg vs NaCl	Ndufs1
P19221	2.6	21.29	4.645666110117319	1.496842266498669e-4	0.010593317988290803	0.98	Increased	Venom + Actn 15mg vs NaCl	F2
Q99LC5	1.92	16.48	4.644830767116691	1.4997752536731837e-4	0.010593317988290803	0.98	Increased	Venom + Actn 15mg vs NaCl	Etfa
Q9D7Z6	-1.77	17.07	-4.5932399908546895	1.6926229398035787e-4	0.010593317988290803	0.95	Decreased	Venom + Actn 15mg vs NaCl	Clca1
P35486	2.04	15.58	4.545664761793184	1.8925748384767527e-4	0.010593317988290803	0.76	Increased	Venom + Actn 15mg vs NaCl	Pdha1
P08228	-2.11	17.48	-4.52242530574171	1.9987392430737366e-4	0.010593317988290803	0.73	Decreased	Venom + Actn 15mg vs NaCl	Sod1
Q01149	-1.83	16.31	-4.444330865371973	2.4014571043930112e-4	0.01116150098463912	0.56	Decreased	Venom + Actn 15mg vs NaCl	Col1a2
Q91WP6	1.95	17.92	4.434620640981843	2.456934179008611e-4	0.01116150098463912	0.51	Increased	Venom + Actn 15mg vs NaCl	Serpina3n
Q9R097	1.21	16.91	4.352209348932735	2.982792223194243e-4	0.01264703902634359	0.37	Increased	Venom + Actn 15mg vs NaCl	Spint1
Q03265	1.86	19.84	4.322803442179686	3.196656689920596e-4	0.01270671034243437	0.25	Increased	Venom + Actn 15mg vs NaCl	Atp5f1a
P01887	-2.48	22	-4.0655469353905875	5.861262207760028e-4	0.021928016259619872	-0.26	Decreased	Venom + Actn 15mg vs NaCl	B2m
Q9DCW4	1.65	17.11	4.033491285525693	6.321215665789792e-4	0.02233496201912393	-0.4	Increased	Venom + Actn 15mg vs NaCl	Etfb
Q3UZZ4	-1.88	17.65	-3.9851278538274815	7.084195746148216e-4	0.02371341312921192	-0.51	Decreased	Venom + Actn 15mg vs NaCl	Olfm4
P07759	-2.03	25.2	-3.9416723573845136	7.847704813217918e-4	0.02495570130603298	-0.6	Decreased	Venom + Actn 15mg vs NaCl	Serpina3k
P08249	1.66	20.41	3.7987976754495545	0.0010983242034675411	0.031751554245698005	-0.84	Increased	Venom + Actn 15mg vs NaCl	Mdh2
Q99KI0	1.75	18.59	3.8028426252256216	0.0010879324277566285	0.031751554245698005	-0.92	Increased	Venom + Actn 15mg vs NaCl	Aco2
P56480	2.24	21.5	3.7357203281357076	0.0012737094262646308	0.0352208345697524	-1.07	Increased	Venom + Actn 15mg vs NaCl	Atp5f1b
Q5FW60	-2.05	21.49	-3.6771599846758174	0.001461240841527714	0.03872288230048442	-1.12	Decreased	Venom + Actn 15mg vs NaCl	Mup20
O08692	-2.6	17.56	-3.571924261537667	0.001869302869516533	0.046183423883932706	-1.33	Decreased	Venom + Actn 15mg vs NaCl	Ngp
O35129	1.09	16.47	3.548007464080108	0.0019766899744591985	0.046183423883932706	-1.48	Increased	Venom + Actn 15mg vs NaCl	Phb2
Q9CZU6	1.44	16.91	3.5171088379791478	0.002124461960011716	0.046183423883932706	-1.53	Increased	Venom + Actn 15mg vs NaCl	Cs
Q64339	1.23	18.84	3.4976673436059666	0.002222957916168162	0.046183423883932706	-1.56	Increased	Venom + Actn 15mg vs NaCl	Isg15
Q9CZ13	1.9	15.66	3.4852993867569944	0.0022879404933991744	0.046183423883932706	-1.57	Increased	Venom + Actn 15mg vs NaCl	Uqcrc1
Q91YH6	1.48	18.09	3.477516606009418	0.0023297855930529	0.046183423883932706	-1.61	Increased	Venom + Actn 15mg vs NaCl	Atp6v1b1
P17439	-1.24	18	-3.430014719411245	0.002601975324191719	0.046183423883932706	-1.62	Decreased	Venom + Actn 15mg vs NaCl	Gba1
P11672	2.42	18.23	3.47154045537424	0.0023624267889587962	0.046183423883932706	-1.62	Increased	Venom + Actn 15mg vs NaCl	Lcn2
Q9D051	2.3	15.49	3.4806437500073484	0.002312882473536512	0.046183423883932706	-1.63	Increased	Venom + Actn 15mg vs NaCl	Pdhb
Q9DB20	1.91	16.54	3.457089920273813	0.0024432224813788653	0.046183423883932706	-1.69	Increased	Venom + Actn 15mg vs NaCl	Atp5po
P28843	-0.78	20.4	-3.4280047804515488	0.002614156068901851	0.046183423883932706	-1.7	Decreased	Venom + Actn 15mg vs NaCl	Dpp4
P11679	1.23	16.51	3.4484870556180085	0.002492605098592439	0.046183423883932706	-1.7	Increased	Venom + Actn 15mg vs NaCl	Krt8
P12246	2.81	21.07	9.621149835765936	5.1293748464902515e-9	3.2622824023678e-6	10.72	Increased	Venom + Actn 30mg vs NaCl	Apcs
Q01149	-2.15	16.31	-5.499175446847075	2.0788601789815806e-5	0.004909793819058212	2.89	Decreased	Venom + Actn 30mg vs NaCl	Col1a2
P19221	3.08	21.29	5.451758692715206	2.315940480687836e-5	0.004909793819058212	2.79	Increased	Venom + Actn 30mg vs NaCl	F2
Q91WP6	2.39	17.92	5.258036853596135	3.6086775146673926e-5	0.005737797248321154	2.37	Increased	Venom + Actn 30mg vs NaCl	Serpina3n
Q07456	2.59	24.33	5.1407892815274785	4.7278651778759725e-5	0.006013844506258237	2.1	Increased	Venom + Actn 30mg vs NaCl	Ambp
P04939	3.53	26.59	4.800737808706635	1.0414676539712041e-4	0.011039557132094764	1.34	Increased	Venom + Actn 30mg vs NaCl	Mup3
Q3UZZ4	-2.23	17.65	-4.710980611339113	1.2845576813324356e-4	0.01167112407610613	1.14	Decreased	Venom + Actn 30mg vs NaCl	Olfm4
E9Q5G3	-1.79	17.26	-4.348757496408692	0.00030071335679374204	0.023906711865102494	0.33	Decreased	Venom + Actn 30mg vs NaCl	Kif23
Q60590	2.63	21.3	4.254114973267552	3.758125043252987e-4	0.024843889926285664	0.11	Increased	Venom + Actn 30mg vs NaCl	Orm1
P11859	1.57	20.85	4.237707432836936	3.9062720009883117e-4	0.024843889926285664	0.09	Increased	Venom + Actn 30mg vs NaCl	Agt
P01867	-2.12	15.7	-4.091484336781706	5.513673913486332e-4	0.031879060081611885	-0.16	Decreased	Venom + Actn 30mg vs NaCl	Ighg2b
Q8R007	-2.43	16.29	-3.8377286573075113	0.0010022636179794183	0.04888538047838932	-0.68	Decreased	Venom + Actn 30mg vs NaCl	Nectin4
Q91XE4	1.62	17.75	3.85665179028699	9.586325862536943e-4	0.04888538047838932	-0.79	Increased	Venom + Actn 30mg vs NaCl	Acy3
Q61503	-1.58	17.84	-3.807497941271669	0.001076093280970834	0.04888538047838932	-0.9	Decreased	Venom + Actn 30mg vs NaCl	Nt5e
P12246	2.46	21.07	8.443731469424705	4.38861337551383e-8	2.791158106826796e-5	8.78	Increased	Venom + JPM-OEt 50mg vs NaCl	Apcs
P19783	2.37	17.04	7.126464972791873	6.00036451997274e-7	1.9081159173513313e-4	6.28	Increased	Venom + JPM-OEt 50mg vs NaCl	Cox4i1
Q91WP6	2.53	17.92	5.814319989822251	1.0203338563142957e-5	0.001846525706273749	3.55	Increased	Venom + JPM-OEt 50mg vs NaCl	Serpina3n
Q9CQQ7	2.11	17.51	5.756639175627166	1.1613369221847478e-5	0.001846525706273749	3.45	Increased	Venom + JPM-OEt 50mg vs NaCl	Atp5pb
Q91YH6	2.35	18.09	5.471385751581546	2.2146305550536046e-5	0.002817010066028185	2.82	Increased	Venom + JPM-OEt 50mg vs NaCl	Atp6v1b1
P28843	-1.18	20.4	-5.175124019952488	4.367727181319613e-5	0.00462979081219879	2.18	Decreased	Venom + JPM-OEt 50mg vs NaCl	Dpp4
P56135	1.73	18.59	5.041200400672786	5.9527085166449076e-5	0.005408460880837373	1.89	Increased	Venom + JPM-OEt 50mg vs NaCl	Atp5mf
Q9D7Z6	-1.89	17.07	-4.894009944026706	8.379236089360817e-5	0.005661215035283376	1.6	Decreased	Venom + JPM-OEt 50mg vs NaCl	Clca1
Q03265	2.2	19.84	4.922862995114663	7.835053463440036e-5	0.005661215035283376	1.6	Increased	Venom + JPM-OEt 50mg vs NaCl	Atp5f1a
Q91VD9	2.6	15.74	4.86806168214005	8.901281502017886e-5	0.005661215035283376	1.52	Increased	Venom + JPM-OEt 50mg vs NaCl	Ndufs1
Q99LC5	2.04	16.48	4.792666851719427	1.0612788330881508e-4	0.005885006417554652	1.3	Increased	Venom + JPM-OEt 50mg vs NaCl	Etfa
P35486	2.34	15.58	4.7647238635842735	1.132860521794998e-4	0.005885006417554652	1.26	Increased	Venom + JPM-OEt 50mg vs NaCl	Pdha1
O70362	-1.46	16.96	-4.684103066381109	1.3679650738618315e-4	0.005885006417554652	1.12	Decreased	Venom + JPM-OEt 50mg vs NaCl	Gpld1
Q61503	-1.95	17.84	-4.712580629638034	1.2797576067208826e-4	0.005885006417554652	1.11	Decreased	Venom + JPM-OEt 50mg vs NaCl	Nt5e
Q64339	1.73	18.84	4.651417813119654	1.4768039085540676e-4	0.005885006417554652	1.01	Increased	Venom + JPM-OEt 50mg vs NaCl	Isg15
P16406	-1.37	20.97	-4.650349633206804	1.4805047591332458e-4	0.005885006417554652	1.01	Decreased	Venom + JPM-OEt 50mg vs NaCl	Enpep
P54071	1.62	16.08	4.584921212390604	1.7259820146030315e-4	0.006457203301691342	0.94	Increased	Venom + JPM-OEt 50mg vs NaCl	Idh2
O09159	-1.31	21.14	-4.519774232024801	2.0112252405822266e-4	0.006991084983829094	0.7	Decreased	Venom + JPM-OEt 50mg vs NaCl	Man2b1
P20060	-1.35	22.35	-4.484892351975886	2.1830193738089698e-4	0.006991084983829094	0.63	Decreased	Venom + JPM-OEt 50mg vs NaCl	Hexb
Q9R097	1.2	16.91	4.481894854223542	2.1984543974305328e-4	0.006991084983829094	0.61	Increased	Venom + JPM-OEt 50mg vs NaCl	Spint1
Q9DB20	2.54	16.54	4.421396640389223	2.534565537829139e-4	0.007676112771711106	0.47	Increased	Venom + JPM-OEt 50mg vs NaCl	Atp5po
P11672	3.01	18.23	4.352642682422575	2.979750508479458e-4	0.00861418783360425	0.31	Increased	Venom + JPM-OEt 50mg vs NaCl	Lcn2
Q922U2	-2.44	19.19	-4.254057700690884	3.7586322476708845e-4	0.010278439271850343	0.07	Decreased	Venom + JPM-OEt 50mg vs NaCl	Krt5
Q60590	2.61	21.3	4.2407180949785435	3.8786563290001293e-4	0.010278439271850343	0.04	Increased	Venom + JPM-OEt 50mg vs NaCl	Orm1
Q9DCW4	1.82	17.11	4.150657560395346	4.795855597421178e-4	0.012200656639839477	-0.13	Increased	Venom + JPM-OEt 50mg vs NaCl	Etfb
P54818	-1.33	20.55	-4.112273562319889	5.250004680646125e-4	0.012687929463754813	-0.23	Decreased	Venom + JPM-OEt 50mg vs NaCl	Galc
Q9CZ13	2.29	15.66	4.085964286162166	5.585880895992685e-4	0.012687929463754813	-0.25	Increased	Venom + JPM-OEt 50mg vs NaCl	Uqcrc1
P56480	2.46	21.5	4.099096452769118	5.415628154846919e-4	0.012687929463754813	-0.29	Increased	Venom + JPM-OEt 50mg vs NaCl	Atp5f1b
P11859	1.5	20.85	4.0279800929601315	6.40384638453103e-4	0.014044297588143913	-0.42	Increased	Venom + JPM-OEt 50mg vs NaCl	Agt
P15626	1.73	15.41	3.955220280519355	7.601265553550646e-4	0.015214363047038814	-0.53	Increased	Venom + JPM-OEt 50mg vs NaCl	Gstm2
Q99KI0	1.88	18.59	3.952227916082627	7.655025432472359e-4	0.015214363047038814	-0.6	Increased	Venom + JPM-OEt 50mg vs NaCl	Aco2
Q9D051	2.64	15.49	3.952843521054802	7.64393481547455e-4	0.015214363047038814	-0.61	Increased	Venom + JPM-OEt 50mg vs NaCl	Pdhb
O35129	1.33	16.47	3.8828718194884986	9.012799863954177e-4	0.01737012337416623	-0.71	Increased	Venom + JPM-OEt 50mg vs NaCl	Phb2
P08249	1.77	20.41	3.8118187390374065	0.0010652193043714535	0.01985614727904142	-0.8	Increased	Venom + JPM-OEt 50mg vs NaCl	Mdh2
Q5FW60	-1.9	21.49	-3.8009772618746194	0.0010927125074944178	0.01985614727904142	-0.95	Decreased	Venom + JPM-OEt 50mg vs NaCl	Mup20
Q8K2B3	1.52	15.18	3.7808215262020552	0.001145710280066975	0.020240881614516558	-0.95	Increased	Venom + JPM-OEt 50mg vs NaCl	Sdha
Q9D6R2	2.14	18.28	3.725037511026965	0.001306045895777318	0.022449869992280387	-1.13	Increased	Venom + JPM-OEt 50mg vs NaCl	Idh3a
Q07456	1.87	24.33	3.709686656191132	0.0013539403365838672	0.02266068563335104	-1.16	Increased	Venom + JPM-OEt 50mg vs NaCl	Ambp
Q8R0Y6	1.71	17.4	3.6658795223748526	0.0015003837742748303	0.024467796934328	-1.26	Increased	Venom + JPM-OEt 50mg vs NaCl	Aldh1l1
Q91VR2	1.71	16.93	3.64584205542789	0.0015724853250794653	0.0250025166687635	-1.27	Increased	Venom + JPM-OEt 50mg vs NaCl	Atp5f1c
Q9JHI5	1.26	18.66	3.6129251470798507	0.0016984309539867257	0.02634639235940384	-1.38	Increased	Venom + JPM-OEt 50mg vs NaCl	Ivd
Q61646	1.76	23.76	3.568985524409337	0.0018821815168753417	0.027206078289379942	-1.42	Increased	Venom + JPM-OEt 50mg vs NaCl	Hp
P50516	1.12	18.28	3.5907248767966546	0.0017889431104448478	0.027089709958164836	-1.43	Increased	Venom + JPM-OEt 50mg vs NaCl	Atp6v1a
P19221	2	21.29	3.574539396885104	0.0018579154350281694	0.027206078289379942	-1.47	Increased	Venom + JPM-OEt 50mg vs NaCl	F2
A2ARV4	-1.02	22.5	-3.4880635973446514	0.0022732568843035848	0.030085477100496902	-1.6	Decreased	Venom + JPM-OEt 50mg vs NaCl	Lrp2
Q60597	1.54	16.8	3.4836804481741117	0.002296583619606311	0.030085477100496902	-1.61	Increased	Venom + JPM-OEt 50mg vs NaCl	Ogdh
P67778	2.2	15.9	3.5034199853285233	0.0021933546819532224	0.030085477100496902	-1.62	Increased	Venom + JPM-OEt 50mg vs NaCl	Phb1
Q9D3H2	-2	18.9	-3.4748395618684875	0.0023443521994040597	0.030085477100496902	-1.64	Decreased	Venom + JPM-OEt 50mg vs NaCl	Obp1a
Q91V41	0.9	17.19	3.4625260123755717	0.0024125146731530534	0.030085477100496902	-1.67	Increased	Venom + JPM-OEt 50mg vs NaCl	Rab14
P38647	1.87	17.02	3.478448149840693	0.0023247376723060965	0.030085477100496902	-1.67	Increased	Venom + JPM-OEt 50mg vs NaCl	Hspa9
Q08857	-2.21	16.26	-3.3664329116528	0.0030156264247910678	0.034871607384856715	-1.68	Decreased	Venom + JPM-OEt 50mg vs NaCl	Cd36
P18761	-2.11	17.12	-3.4702502400354045	0.0023695325888112117	0.030085477100496902	-1.69	Decreased	Venom + JPM-OEt 50mg vs NaCl	Ca6
Q99LJ1	-1.04	20.62	-3.445779705304889	0.002508347749567996	0.030679022475485488	-1.71	Decreased	Venom + JPM-OEt 50mg vs NaCl	Fuca1
Q91WV7	-1.26	19.62	-3.4355929374662653	0.002568460910442459	0.03082153092530951	-1.71	Decreased	Venom + JPM-OEt 50mg vs NaCl	Slc3a1
P24638	-1.02	19.18	-3.393622794822448	0.0028313924426635892	0.03334751099137116	-1.77	Decreased	Venom + JPM-OEt 50mg vs NaCl	Acp2
Q8K2I4	-1.08	19.52	-3.340574081296715	0.0032017045773632268	0.03636221627148236	-1.95	Decreased	Venom + JPM-OEt 50mg vs NaCl	Manba
Q01149	-1.34	16.31	-3.312325430126385	0.003417820324054675	0.03813567940524163	-2.02	Decreased	Venom + JPM-OEt 50mg vs NaCl	Col1a2
Q61096	1.46	17.33	3.2928699985906427	0.003574886751991583	0.039200482314942185	-2.09	Increased	Venom + JPM-OEt 50mg vs NaCl	Prtn3
Q9JLF6	-1.66	15.77	-3.195382492384279	0.004474195020956527	0.04563515137274004	-2.09	Decreased	Venom + JPM-OEt 50mg vs NaCl	Tgm1
P07361	2.27	18.92	3.213424415615214	0.004292616139438061	0.0447558010603706	-2.1	Increased	Venom + JPM-OEt 50mg vs NaCl	Orm2
P11087	-2.16	23.28	-3.2763605977658075	0.003713679171160198	0.040032202590811625	-2.12	Decreased	Venom + JPM-OEt 50mg vs NaCl	Col1a1
Q9ES30	-1.42	16.05	-3.2662714110738125	0.0038010716520547757	0.040291359511780624	-2.14	Decreased	Venom + JPM-OEt 50mg vs NaCl	C1qtnf3
Q9DB77	1.86	16.37	3.1275037042633396	0.005226637673182615	0.04961405313647974	-2.24	Increased	Venom + JPM-OEt 50mg vs NaCl	Uqcrc2
P10493	2.5	20.98	3.1908991368233255	0.00452046310767708	0.04563515137274004	-2.27	Increased	Venom + JPM-OEt 50mg vs NaCl	Nid1
P51881	1.88	17.83	3.1728434968362724	0.004711551129342895	0.046601138582969714	-2.35	Increased	Venom + JPM-OEt 50mg vs NaCl	Slc25a5
P10649	-1.29	20.51	-3.1681317126648416	0.004762694980963885	0.046601138582969714	-2.36	Decreased	Venom + JPM-OEt 50mg vs NaCl	Gstm1
P07759	-1.61	25.2	-3.1479367573787878	0.004988075709008289	0.048066911377716244	-2.4	Decreased	Venom + JPM-OEt 50mg vs NaCl	Serpina3k
P12246	3.51	21.07	11.929591853253672	1.2149934214006746e-10	7.727358160108291e-8	14.29	Increased	Venom + JPM-OEt 100mg vs NaCl	Apcs
Q03401	-3.51	18.32	-6.60172744289531	1.8144689821522655e-6	5.770011363244204e-4	5.22	Decreased	Venom + JPM-OEt 100mg vs NaCl	Crisp1
P54818	-2.06	20.55	-6.370208056529479	2.99070484363462e-6	6.340294268505394e-4	4.74	Decreased	Venom + JPM-OEt 100mg vs NaCl	Galc
Q9CQQ7	2.02	17.51	6.182553194369919	4.506668302367606e-6	7.165602600764494e-4	4.33	Increased	Venom + JPM-OEt 100mg vs NaCl	Atp5pb
O70362	-1.64	16.96	-5.511317295207731	2.0222335301265394e-5	0.0025722810503209584	2.92	Decreased	Venom + JPM-OEt 100mg vs NaCl	Gpld1
P19783	1.7	17.04	5.42394758339063	2.467644791101875e-5	0.0026157034785679874	2.67	Increased	Venom + JPM-OEt 100mg vs NaCl	Cox4i1
Q9DCW4	2.17	17.11	5.310519504649163	3.198965473138894e-5	0.0029064886298804807	2.42	Increased	Venom + JPM-OEt 100mg vs NaCl	Etfb
P54071	1.69	16.08	5.197755533576442	4.145711120668805e-5	0.0032958403409317	2.25	Increased	Venom + JPM-OEt 100mg vs NaCl	Idh2
Q03265	2.2	19.84	5.10916095418112	5.086289203292127e-5	0.0033190788014516226	1.97	Increased	Venom + JPM-OEt 100mg vs NaCl	Atp5f1a
Q61503	-2.16	17.84	-5.0980480346120745	5.2186773607729917e-5	0.0033190788014516226	1.95	Decreased	Venom + JPM-OEt 100mg vs NaCl	Nt5e
Q9DB20	2.75	16.54	4.9800451291451875	6.859998430503144e-5	0.0037622374645175974	1.68	Increased	Venom + JPM-OEt 100mg vs NaCl	Atp5po
P35486	2.21	15.58	4.928942351584391	7.725039387960271e-5	0.0037622374645175974	1.56	Increased	Venom + JPM-OEt 100mg vs NaCl	Pdha1
Q91YH6	2.09	18.09	4.9168135667448265	7.946102034299085e-5	0.0037622374645175974	1.56	Increased	Venom + JPM-OEt 100mg vs NaCl	Atp6v1b1
Q91VD9	2.52	15.74	4.899041452842588	8.281654796107918e-5	0.0037622374645175974	1.55	Increased	Venom + JPM-OEt 100mg vs NaCl	Ndufs1
Q99LC5	2	16.48	4.839494844821466	9.514204057890968e-5	0.0040340225205457705	1.36	Increased	Venom + JPM-OEt 100mg vs NaCl	Etfa
P70269	-1.68	24.5	-4.783229614931229	1.0849277808419751e-4	0.004093890354516626	1.25	Decreased	Venom + JPM-OEt 100mg vs NaCl	Ctse
P56135	1.46	18.59	4.72908018467041	1.2313033095198174e-4	0.004093890354516626	1.12	Increased	Venom + JPM-OEt 100mg vs NaCl	Atp5mf
Q07456	2.41	24.33	4.724655393115681	1.2441127399033395e-4	0.004093890354516626	1.11	Increased	Venom + JPM-OEt 100mg vs NaCl	Ambp
Q91XE4	2.03	17.75	4.719088458027583	1.260420059484734e-4	0.004093890354516626	1.1	Increased	Venom + JPM-OEt 100mg vs NaCl	Acy3
Q99KI0	2.17	18.59	4.710040367937162	1.287386903936046e-4	0.004093890354516626	1.06	Increased	Venom + JPM-OEt 100mg vs NaCl	Aco2
P01887	-2.79	22	-4.580060292243159	1.7457808263237059e-4	0.005046893661553986	0.84	Decreased	Venom + JPM-OEt 100mg vs NaCl	B2m
Q9D7Z6	-1.73	17.07	-4.532867147926885	1.9503151189979832e-4	0.005334352037598435	0.79	Decreased	Venom + JPM-OEt 100mg vs NaCl	Clca1
Q60590	2.86	21.3	4.58351657760374	1.7316798020584613e-4	0.005046893661553986	0.78	Increased	Venom + JPM-OEt 100mg vs NaCl	Orm1
P50516	1.47	18.28	4.519406572226821	2.0129630330560134e-4	0.005334352037598435	0.65	Increased	Venom + JPM-OEt 100mg vs NaCl	Atp6v1a
P32507	-1.6	19.08	-4.472577533375191	2.2471370900846243e-4	0.005558458878656956	0.56	Decreased	Venom + JPM-OEt 100mg vs NaCl	Nectin2
Q920R6	1.54	17.91	4.467836113238641	2.2723259566836612e-4	0.005558458878656956	0.51	Increased	Venom + JPM-OEt 100mg vs NaCl	Atp6v0a4
P26040	1.21	19.9	4.440828271748904	2.4213215586827393e-4	0.005608852382941039	0.45	Increased	Venom + JPM-OEt 100mg vs NaCl	Ezr
O35129	1.37	16.47	4.4324852579562775	2.46930608054008e-4	0.005608852382941039	0.44	Increased	Venom + JPM-OEt 100mg vs NaCl	Phb2
Q8R007	-2.69	16.29	-4.120328291055901	5.151267741188402e-4	0.010144333589040738	-0.1	Decreased	Venom + JPM-OEt 100mg vs NaCl	Nectin4
Q9CZ13	2.26	15.66	4.149121094247609	4.8132560876471047e-4	0.010144333589040738	-0.16	Increased	Venom + JPM-OEt 100mg vs NaCl	Uqcrc1
Q8K2B3	1.55	15.18	4.160074675986447	4.690573089771115e-4	0.010144333589040738	-0.19	Increased	Venom + JPM-OEt 100mg vs NaCl	Sdha
P14152	1.36	20	4.1255944973085334	5.087719047393382e-4	0.010144333589040738	-0.24	Increased	Venom + JPM-OEt 100mg vs NaCl	Mdh1
